level,hour_bucket,n,p_beyond,p_behind,p_last,p_ambig,avg_min_to_beyond,med_min_to_beyond,avg_min_to_behind,med_min_to_behind
-0.236,11:00-12:00,193,0.6113989637305699,0.35751295336787564,0.02072538860103627,0.010362694300518135,37.601694915254235,18.0,80.47826086956522,60.0
-0.236,12:00-13:00,96,0.5729166666666666,0.3958333333333333,0.03125,0.0,47.78181818181818,24.0,80.52631578947368,70.5
-0.236,13:00-14:00,97,0.5773195876288659,0.35051546391752575,0.061855670103092786,0.010309278350515464,35.30357142857143,19.5,55.411764705882355,40.5
-0.236,14:00-15:00,114,0.5087719298245614,0.35964912280701755,0.12280701754385964,0.008771929824561403,23.275862068965516,18.0,29.926829268292682,27.0
-0.236,15:00-16:00,96,0.4270833333333333,0.13541666666666666,0.4375,0.0,14.560975609756097,9.0,11.307692307692308,12.0
+0.236,09:30-10:00,1378,0.6894049346879536,0.27503628447024675,0.007982583454281567,0.027576197387518143,19.705263157894738,3.0,42.72031662269129,24.0
+0.236,10:00-11:00,359,0.532033426183844,0.4373259052924791,0.022284122562674095,0.008356545961002786,54.64397905759162,24.0,61.43312101910828,42.0
+0.236,11:00-12:00,168,0.5892857142857143,0.34523809523809523,0.05952380952380952,0.005952380952380952,57.15151515151515,36.0,97.55172413793103,94.5
+0.236,12:00-13:00,80,0.5125,0.35,0.1375,0.0,62.926829268292686,48.0,81.64285714285714,75.0
+0.236,13:00-14:00,88,0.5340909090909091,0.2727272727272727,0.19318181818181818,0.0,59.93617021276596,42.0,72.75,60.0
+0.236,14:00-15:00,126,0.3968253968253968,0.3412698412698413,0.23809523809523808,0.023809523809523808,30.18,22.5,28.6046511627907,18.0
+0.236,15:00-16:00,107,0.2523364485981308,0.12149532710280374,0.6261682242990654,0.0,14.666666666666666,12.0,21.923076923076923,15.0
+0.382,09:30-10:00,1087,0.40386384544618215,0.38546458141674333,0.0,0.21067157313707452,13.879271070615035,6.0,13.238663484486873,0.0
